player_id,player,age,g,mp,per,ts_pct,x3pa_rate,fta_rate,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per48,obpm,dbpm,bpm,vorp,tm,season
finlemi01,Michael Finley,24,82,3394,19.3,0.522,0.162,0.276,4.8,9.6,7.2,22.7,2.1,0.6,11.5,25.7,5.5,2.0,7.5,0.106,3.0,-0.6,2.5,3.8,DALLAS MAVERICKS,1998
ricegl01,Glen Rice,30,82,3295,17.4,0.568,0.216,0.364,3.3,9.6,6.5,9.9,1.3,0.5,10.2,25.1,7.4,2.0,9.3,0.136,2.4,-1.6,0.9,2.4,CHARLOTTE HORNETS,1998
hillgr01,Grant Hill,25,81,3294,21.2,0.52,0.015,0.475,3.3,19.3,11.3,31.5,2.4,1.2,14.8,27.3,5.2,5.1,10.2,0.149,3.3,1.5,4.7,5.6,DETROIT PISTONS,1998
allenra02,Ray Allen,22,82,3287,16.2,0.539,0.28,0.297,4.7,10.4,7.5,19.3,1.8,0.3,15.0,24.3,4.7,2.3,7.0,0.102,1.9,-0.9,1.0,2.5,MILWAUKEE BUCKS,1998
walkean02,Antoine Walker,21,82,3268,17.8,0.481,0.171,0.277,9.0,22.3,15.1,15.4,2.2,1.4,13.2,29.2,0.8,4.0,4.8,0.07,1.6,-1.0,0.6,2.2,BOSTON CELTICS,1998
garneke01,Kevin Garnett,21,82,3222,20.4,0.527,0.012,0.257,7.9,19.7,13.9,18.2,2.2,3.3,11.8,22.5,5.3,4.2,9.6,0.143,2.6,1.5,4.2,5.0,MINNESOTA TIMBERWOLVES,1998
duncati01,Tim Duncan,21,82,3204,22.6,0.577,0.008,0.375,10.5,23.8,17.6,13.7,0.9,4.5,15.7,26.0,5.6,7.2,12.8,0.192,2.5,2.0,4.6,5.3,SAN ANTONIO SPURS,1998
persowe01,Wesley Person,26,82,3198,15.1,0.583,0.467,0.178,2.5,11.3,7.0,10.3,2.2,1.2,9.6,16.5,5.3,5.0,10.3,0.155,2.4,1.4,3.8,4.7,CLEVELAND CAVALIERS,1998
jordami01,Michael Jordan,34,82,3181,25.2,0.533,0.067,0.381,4.7,12.5,8.5,18.0,2.4,1.0,7.7,33.7,10.4,5.4,15.8,0.238,5.9,1.0,6.9,7.1,CHICAGO BULLS,1998
iversal01,Allen Iverson,22,80,3150,20.4,0.535,0.167,0.38,3.1,7.7,5.4,30.6,3.0,0.6,12.9,26.9,6.3,2.8,9.0,0.138,3.5,0.1,3.6,4.5,PHILADELPHIA 76ERS,1998
masonan01,Anthony Mason,31,81,3148,16.4,0.552,0.005,0.526,6.9,24.7,15.8,17.3,1.2,0.4,13.4,16.0,5.7,3.5,9.3,0.141,1.7,0.6,2.3,3.4,CHARLOTTE HORNETS,1998
paytoga01,Gary Payton,29,82,3145,21.6,0.544,0.311,0.293,3.0,11.2,7.1,36.7,3.1,0.4,13.7,24.6,8.5,4.0,12.5,0.19,4.4,0.7,5.1,5.7,SEATTLE SUPERSONICS,1998
kiddja01,Jason Kidd,24,82,3118,16.4,0.502,0.271,0.243,4.1,14.7,9.5,35.6,2.7,0.6,21.5,17.6,3.2,4.8,8.0,0.123,1.5,1.6,3.1,4.0,PHOENIX SUNS,1998
marbust01,Stephon Marbury,20,82,3112,16.4,0.505,0.246,0.364,2.1,6.2,4.2,36.1,1.7,0.2,15.1,24.1,4.2,1.1,5.3,0.082,1.9,-2.0,-0.1,1.5,MINNESOTA TIMBERWOLVES,1998
jacksji01,Jim Jackson,27,79,3046,13.2,0.504,0.173,0.255,4.7,10.1,7.3,22.3,1.4,0.2,17.6,21.7,0.8,1.7,2.5,0.039,-0.2,-1.4,-1.6,0.3,TOT,1998
hardati01,Tim Hardaway,31,81,3031,20.6,0.53,0.341,0.254,1.9,9.4,5.8,41.3,2.4,0.4,13.5,25.6,7.9,3.8,11.7,0.185,4.8,0.4,5.2,5.5,MIAMI HEAT,1998
malonka01,Karl Malone,34,81,3030,27.9,0.597,0.004,0.56,8.3,24.8,17.1,20.9,1.7,1.7,11.9,31.8,12.1,4.3,16.4,0.259,6.6,0.7,7.3,7.1,UTAH JAZZ,1998
stricro02,Rod Strickland,31,76,3020,19.6,0.501,0.042,0.435,4.1,11.4,7.6,43.1,2.2,0.6,16.5,23.7,5.1,3.0,8.1,0.129,2.8,0.1,2.9,3.7,WASHINGTON WIZARDS,1998
outlabo01,Bo Outlaw,26,82,2953,15.5,0.575,0.007,0.576,9.9,15.6,12.7,12.3,2.0,4.4,20.5,13.3,3.1,4.5,7.6,0.124,-0.2,2.7,2.5,3.4,ORLANDO MAGIC,1998
abdursh01,Shareef Abdur-Rahim,21,82,2950,21.1,0.562,0.038,0.475,8.9,13.8,11.3,13.5,1.6,1.8,13.6,28.4,6.3,0.6,6.9,0.113,3.4,-1.8,1.6,2.6,VANCOUVER GRIZZLIES,1998
bakervi01,Vin Baker,26,82,2944,20.4,0.564,0.006,0.452,11.8,14.8,13.3,9.3,1.7,2.2,11.1,24.7,6.9,3.5,10.4,0.169,1.9,-0.9,1.0,2.2,SEATTLE SUPERSONICS,1998
chrisdo01,Doug Christie,27,78,2939,16.2,0.53,0.287,0.305,3.5,12.3,7.7,16.3,3.4,1.3,15.8,21.5,2.4,1.6,4.0,0.066,0.4,0.0,0.4,1.7,TORONTO RAPTORS,1998
mutomdi01,Dikembe Mutombo,31,82,2917,19.8,0.584,0.0,0.608,11.5,25.6,18.8,4.8,0.6,6.6,15.1,17.6,5.6,5.2,10.8,0.177,1.2,1.4,2.6,3.4,ATLANTA HAWKS,1998
jonesed02,Eddie Jones,26,80,2910,18.0,0.592,0.366,0.304,3.4,8.2,5.9,13.5,2.8,1.3,11.4,19.5,6.8,3.2,10.1,0.166,2.9,1.1,4.0,4.4,LOS ANGELES LAKERS,1998
wallara01,Rasheed Wallace,23,77,2896,14.9,0.564,0.045,0.318,5.5,13.4,9.6,11.9,1.4,2.2,14.3,18.2,3.8,3.8,7.6,0.125,0.1,1.1,1.2,2.4,PORTLAND TRAIL BLAZERS,1998
smithst01,Steve Smith,28,73,2857,18.8,0.563,0.251,0.413,5.7,7.0,6.4,18.4,1.4,0.7,11.9,23.9,8.4,1.8,10.2,0.171,3.9,-0.9,3.0,3.6,ATLANTA HAWKS,1998
rodmade01,Dennis Rodman,36,80,2856,12.4,0.459,0.064,0.308,16.8,31.4,24.1,11.2,0.9,0.5,26.4,8.7,1.9,5.9,7.8,0.131,-0.7,0.4,-0.3,1.3,CHICAGO BULLS,1998
houstal01,Allan Houston,26,82,2848,15.1,0.53,0.167,0.262,1.8,9.8,5.8,14.3,1.2,0.7,12.3,26.7,2.5,3.5,6.1,0.102,0.8,-0.2,0.6,1.9,NEW YORK KNICKS,1998
wesleda01,David Wesley,27,81,2845,15.2,0.532,0.197,0.333,2.1,6.9,4.5,30.2,2.6,0.8,18.6,19.8,3.3,2.5,5.8,0.098,0.6,0.1,0.7,1.9,CHARLOTTE HORNETS,1998
cheanca01,Calbert Cheaney,26,82,2841,11.7,0.488,0.054,0.219,3.2,10.0,6.5,9.8,1.8,0.9,8.8,18.4,1.6,2.5,4.1,0.069,-2.3,0.2,-2.1,0.0,WASHINGTON WIZARDS,1998
stoudda01,Damon Stoudamire,24,71,2839,16.8,0.503,0.279,0.263,3.4,8.6,5.9,35.1,2.1,0.2,15.5,22.4,3.9,0.8,4.7,0.079,2.0,-1.9,0.1,1.5,TOT,1998
willico02,Corliss Williamson,24,79,2819,16.0,0.527,0.008,0.391,6.3,11.5,8.8,14.8,1.4,1.2,13.0,24.1,2.6,1.8,4.4,0.076,0.4,-0.9,-0.4,1.1,SACRAMENTO KINGS,1998
kittlke01,Kerry Kittles,23,77,2814,17.5,0.525,0.228,0.217,5.1,10.1,7.4,10.6,2.5,1.0,7.7,21.2,6.2,2.2,8.4,0.144,2.9,0.2,3.1,3.7,NEW JERSEY NETS,1998
webbech01,Chris Webber,24,71,2809,20.9,0.523,0.153,0.248,6.9,20.8,13.7,17.8,2.1,3.1,11.1,26.5,3.9,4.4,8.3,0.142,2.9,1.7,4.6,4.7,WASHINGTON WIZARDS,1998
grantho01,Horace Grant,32,76,2803,15.4,0.488,0.008,0.232,9.4,16.8,13.0,11.0,1.6,2.0,8.5,16.9,3.6,3.6,7.1,0.122,0.4,0.8,1.2,2.2,ORLANDO MAGIC,1998
millere01,Reggie Miller,32,81,2795,19.8,0.619,0.353,0.407,2.1,7.6,5.0,11.1,1.5,0.3,9.1,23.9,9.2,2.8,12.0,0.206,4.8,0.1,4.8,4.8,INDIANA PACERS,1998
rideris01,Isaiah Rider,26,74,2786,15.2,0.514,0.323,0.205,4.3,10.0,7.2,15.7,1.1,0.5,11.6,26.1,3.2,2.5,5.8,0.099,1.3,-1.2,0.1,1.5,PORTLAND TRAIL BLAZERS,1998
kempsh01,Shawn Kemp,28,80,2769,17.5,0.512,0.007,0.478,9.9,23.0,16.5,13.6,2.1,2.5,16.1,28.0,0.9,5.9,6.8,0.118,-0.5,1.1,0.6,1.8,CLEVELAND CAVALIERS,1998
