player_id,player,age,g,mp,per,ts_pct,x3pa_rate,fta_rate,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per48,obpm,dbpm,bpm,vorp,tm,season
sprewla01,Latrell Sprewell,23,82,3533,15.9,0.532,0.276,0.322,2.5,9.7,6.1,15.3,2.5,1.3,12.3,21.5,4.7,3.2,8.0,0.108,1.6,0.3,1.9,3.5,GOLDEN STATE WARRIORS,1994
malonka01,Karl Malone,30,82,3329,22.9,0.55,0.021,0.474,8.3,24.1,16.3,17.1,1.9,2.6,11.1,28.0,7.4,6.1,13.4,0.193,4.1,1.5,5.6,6.4,UTAH JAZZ,1994
olajuha01,Hakeem Olajuwon,31,80,3277,25.3,0.565,0.011,0.32,8.2,23.3,16.2,16.4,2.0,5.7,12.3,29.8,6.4,7.9,14.3,0.21,3.5,3.3,6.8,7.3,HOUSTON ROCKETS,1994
robinda01,David Robinson,28,80,3241,30.7,0.577,0.017,0.558,8.8,20.3,14.8,21.6,2.3,5.4,10.9,32.0,13.3,6.7,20.0,0.296,8.1,3.8,11.9,11.4,SAN ANTONIO SPURS,1994
onealsh01,Shaquille O'Neal,21,81,3224,28.5,0.605,0.001,0.534,13.5,23.7,18.7,11.0,1.2,4.5,10.2,29.0,12.1,4.8,16.9,0.252,6.2,0.6,6.8,7.2,ORLANDO MAGIC,1994
majerda01,Dan Majerle,28,80,3207,13.7,0.531,0.442,0.209,4.3,8.0,6.1,11.9,2.0,0.8,9.9,18.0,5.0,2.3,7.3,0.109,1.3,-0.4,0.9,2.4,PHOENIX SUNS,1994
weathcl01,Clarence Weatherspoon,23,82,3147,18.1,0.525,0.014,0.345,8.8,20.2,14.5,10.3,1.6,2.2,12.0,22.5,3.1,2.8,6.0,0.091,1.0,-0.6,0.4,1.9,PHILADELPHIA 76ERS,1994
anderke01,Kenny Anderson,23,82,3135,18.2,0.491,0.096,0.306,2.9,8.0,5.4,40.6,2.5,0.3,14.5,24.6,4.3,3.2,7.5,0.114,2.5,-0.1,2.4,3.4,NEW JERSEY NETS,1994
jacksji01,Jim Jackson,23,82,3066,14.4,0.497,0.042,0.242,5.8,8.7,7.1,21.5,1.4,0.6,17.4,26.5,-0.3,0.8,0.6,0.009,0.6,-2.3,-1.7,0.2,DALLAS MAVERICKS,1994
hardaan01,Anfernee Hardaway,22,82,3015,17.4,0.531,0.171,0.302,7.2,9.1,8.2,26.6,3.2,1.1,19.1,21.7,3.8,3.3,7.1,0.112,1.9,1.0,2.9,3.8,ORLANDO MAGIC,1994
ricegl01,Glen Rice,26,81,2999,18.5,0.552,0.243,0.2,2.9,13.6,8.2,10.5,1.9,0.7,7.8,24.1,7.3,2.9,10.2,0.163,2.9,-0.2,2.7,3.6,MIAMI HEAT,1994
rodmade01,Dennis Rodman,32,79,2989,13.4,0.549,0.082,0.349,17.9,32.8,25.7,8.2,0.9,0.7,29.1,7.1,3.3,5.4,8.7,0.14,0.7,0.3,1.0,2.3,SAN ANTONIO SPURS,1994
ewingpa01,Patrick Ewing,31,79,2972,22.9,0.551,0.009,0.387,8.5,24.9,16.9,11.3,1.6,5.1,12.9,29.8,5.1,8.0,13.1,0.211,2.5,2.7,5.2,5.5,NEW YORK KNICKS,1994
stockjo01,John Stockton,31,82,2969,22.5,0.608,0.172,0.389,2.8,7.1,5.0,53.1,3.5,0.5,20.7,19.1,9.3,4.0,13.2,0.214,5.8,2.2,8.0,7.5,UTAH JAZZ,1994
oaklech01,Charles Oakley,30,82,2932,15.3,0.54,0.004,0.412,13.8,23.3,18.6,11.3,1.9,0.4,17.7,16.3,3.7,6.8,10.5,0.172,0.1,1.5,1.6,2.6,NEW YORK KNICKS,1994
blaylmo01,Mookie Blaylock,26,81,2915,19.6,0.487,0.316,0.147,4.4,11.6,8.0,40.4,3.7,1.0,14.6,19.8,4.9,5.3,10.2,0.168,3.4,2.3,5.7,5.7,ATLANTA HAWKS,1994
thorpot01,Otis Thorpe,31,82,2909,16.1,0.593,0.002,0.477,11.0,21.7,16.6,9.9,1.1,0.6,16.0,17.6,4.9,4.9,9.8,0.162,0.1,0.2,0.3,1.7,HOUSTON ROCKETS,1994
